x,y,dir,enemyCount,distBucket,move,face,q
-10,5,s,0,3,s,w,196.99567787525032
12,2,s,0,4,s,n,210.12628630246212
14,6,s,0,5,s,w,121.90127207427236
-10,5,s,0,3,s,s,196.98380735452392
14,6,s,0,5,s,n,116.58796706126017
12,2,s,0,4,s,e,173.35689896590694
6,-10,s,0,3,s,w,185.3833965831102
6,-10,s,0,3,s,s,185.49132517009602
14,6,s,0,5,s,s,125.8873860013949
1,-1,w,0,0,h,e,450.696533766042
14,6,s,0,5,s,e,113.33946539285797
1,-1,w,0,0,h,n,444.52866518360514
3,3,w,0,1,h,w,358.47722307579875
17,-1,e,0,5,j,n,76.9036201795254
3,3,w,0,1,h,s,358.5313977435985
1,-1,w,0,0,h,s,448.8444262844582
1,-1,w,0,0,h,w,450.95406776260074
8,3,s,0,2,j,e,221.14816428993157
6,-1,s,0,2,j,e,335.3969051670717
17,-1,e,0,5,j,s,78.60712631868357
3,3,w,0,1,h,n,358.9002681332555
3,3,w,0,1,h,e,358.7350621593735
6,-1,s,0,2,j,n,335.9875803664159
8,3,s,0,2,j,n,227.44312716074313
8,3,s,0,2,j,s,227.43187143372555
8,3,s,0,2,j,w,227.46230773611896
6,-1,s,0,2,j,s,335.60537885203195
17,-1,e,0,5,j,e,82.4064218815278
-6,-5,e,0,2,h,w,229.04689307825387
3,-1,e,0,1,s,n,379.42297542459664
4,-9,w,0,3,l,n,205.99246101625755
4,-9,w,0,3,l,s,206.0213348829467
3,-1,e,0,1,s,s,379.6798390410225
-6,-5,e,0,2,h,s,229.04147134558812
4,-9,w,0,3,l,w,206.0738256609672
3,-1,e,0,1,s,w,377.9523498173034
-4,-1,e,0,1,j,s,378.3961478938608
-6,-5,e,0,2,h,n,229.0482918597741
-4,-1,e,0,1,j,w,378.1610219844037
17,-1,e,0,5,j,w,72.40290882076195
-6,-5,e,0,2,h,e,229.0473067228153
-4,-1,e,0,1,j,n,377.78262339928904
4,-9,w,0,3,l,e,206.04466647759614
10,1,n,0,3,j,w,233.91099703024727
-16,-7,s,0,5,j,s,109.14118735332538
-10,-9,w,0,4,s,w,155.86743223670013
17,-1,e,0,5,k,s,125.3364992422171
-4,-1,e,0,1,j,e,377.664470683128
17,-1,e,0,5,k,n,112.55697799400299
-16,-7,s,0,5,j,n,96.04137017277569
-10,-9,w,0,4,s,s,155.90102422881444
18,-2,n,0,6,s,e,71.05543860526177
13,4,n,4,4,j,e,54.28784659759608
-10,-9,w,0,4,s,n,155.9043620625591
18,-2,n,0,6,s,s,92.57520116734409
10,1,n,0,3,j,n,233.8870564608153
10,1,n,0,3,j,s,233.88875056781237
18,-2,n,0,6,s,n,67.87742929366905
-16,-7,s,0,5,j,w,95.84779799002932
17,-1,e,0,5,k,w,124.08067277260899
10,1,n,0,3,j,e,233.86899678758067
-16,-7,s,0,5,j,e,93.72800098412442
2,-9,s,0,3,h,e,233.56238034227223
-10,-9,w,0,4,s,e,155.6787147079523
17,-1,e,0,5,k,e,115.98318077696105
8,3,s,0,2,h,s,245.3536110793495
8,3,s,0,2,h,w,245.3653080980107
-16,-7,s,0,5,l,e,99.48582460995858
13,4,n,4,4,h,w,76.72574799539116
13,4,n,4,4,h,s,54.186601164912595
-4,-1,e,0,1,k,w,333.6453005393211
13,4,n,4,4,h,n,17.479323512550632
18,-2,n,0,6,s,w,67.2236360875592
13,4,n,4,4,h,e,44.59325748063871
10,1,n,0,3,h,s,271.59526425363634
-4,-1,e,0,1,k,s,333.5908957130619
10,1,n,0,3,h,w,271.62904245525993
-16,-7,s,0,5,k,w,89.57902113609745
17,-1,e,0,5,l,w,50.54505890674544
-16,-7,s,0,5,k,s,91.66850175074333
17,-1,e,0,5,l,s,73.19039553023833
-6,-5,e,0,2,j,e,247.07539025869025
-4,-1,e,0,1,k,n,333.49631556280895
14,-10,n,0,5,l,w,79.13438876129987
-4,-1,e,0,1,k,e,333.48537869875327
14,-10,n,0,5,l,s,83.8844224778118
8,3,s,0,2,h,e,245.36516544061445
14,-10,n,0,5,l,n,80.88578370948451
17,-1,e,0,5,l,e,66.84420403023081
-16,-7,s,0,5,k,e,93.07351801745301
8,3,s,0,2,h,n,245.29558261183107
14,-10,n,0,5,l,e,82.0619711268601
17,-1,e,0,5,l,n,74.36477300390936
6,-1,s,0,2,h,e,341.51021933369765
-16,-7,s,0,5,k,n,87.01487639220747
-15,10,e,0,6,k,s,99.07289003470522
18,-2,n,0,6,l,e,65.59136790601463
-15,10,e,0,6,k,n,98.74647426730772
10,1,n,0,3,l,e,251.51792625374952
4,-9,w,0,3,j,e,238.92235483301405
14,-10,n,0,5,s,w,97.15367137573234
